,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
50,The Lodge,2019,R,16 Jan 2020,108 min,"Drama, Horror, Mystery","Severin Fiala, Veronika Franz","Sergio Casci, Veronika Franz, Severin Fiala","Riley Keough, Jaeden Martell, Lia McHugh","A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",English,https://m.media-amazon.com/images/M/MV5BNDQ2YWVmZjEtMTE1ZS00MDk1LTg5ODUtMDVlODk0OTM2ODMwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,64,6.1,"$2,138,907",N/A
51,The Personal History of David Copperfield,2019,PG,28 Aug 2020,119 min,"Comedy, Drama",Armando Iannucci,"Simon Blackwell, Charles Dickens, Armando Iannucci","Dev Patel, Hugh Laurie, Tilda Swinton",A modern take on Charles Dickens's classic tale of a young orphan who is able to triumph over many obstacles.,"English, French",https://m.media-amazon.com/images/M/MV5BMjdhZmUxZTMtOWRmZS00ZmY0LTgxMzMtZjRjZDg2MTExY2IyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,77,6.4,"$1,876,298",N/A
52,Pinocchio,1940,G,23 Feb 1940,88 min,"Animation, Adventure, Comedy","Norman Ferguson, T. Hee, Wilfred Jackson","Carlo Collodi, Ted Sears, Otto Englander","Dickie Jones, Christian Rub, Mel Blanc","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",English,https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg,99,7.4,"$84,254,167",Walt Disney Productions
53,The Wretched,2019,Not Rated,01 May 2020,95 min,"Horror, Mystery","Brett Pierce, Drew T. Pierce","Brett Pierce, Drew T. Pierce","John-Paul Howard, Piper Curda, Jamison Jones","A defiant teenage boy, struggling with his parents' imminent divorce, faces off with a thousand year-old witch, who is living beneath the skin of and posing as the woman next door.",English,https://m.media-amazon.com/images/M/MV5BMmE2MjM0YmUtMzAxNC00NDdiLWE1ZTQtMzMyMmQ4MmVkMjIyXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,61,5.8,"$1,814,193",N/A
54,The Rental,2020,R,24 Jul 2020,88 min,"Drama, Horror, Mystery",Dave Franco,"Dave Franco, Joe Swanberg, Mike Demski","Dan Stevens, Alison Brie, Sheila Vand",Two couples rent a vacation home for what should be a celebratory weekend get-away.,English,https://m.media-amazon.com/images/M/MV5BMjMwOGEyMTQtMDllMC00YTU3LTgyNzktYmEwY2Y4MjQzYmRkXkEyXkFqcGdeQXVyMjM4OTYzMTQ@._V1_SX300.jpg,62,5.7,"$1,637,548",N/A
55,2 Hearts,2020,PG-13,16 Oct 2020,101 min,"Drama, Romance",Lance Hool,"Robin U. Russin, Veronica Hool, Eric Gregory","Jacob Elordi, Adan Canto, Tiera Skovbye","For two couples the future unfolds in different decades and different places, but a hidden connection will bring them together in a way no one could have predicted.",English,https://m.media-amazon.com/images/M/MV5BYmU2ZTUwNGItYmI1Yy00ODEyLWFkNjItOGYwZWRmNGU3ZTZlXkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_SX300.jpg,29,6.2,"$1,349,286",N/A
56,Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D,2012,Not Rated,26 Jan 2012,88 min,"Animation, Adventure, Comedy",Han Sang-Ho,"Young Kyu Lee, Han Sang-Ho","Goo Ja-Hyeong, Hyung-Suk Lee, Sin Yong-woo",A lonely Tarbosaurus named Spekles grows up into a world surrounded by dangers and must fight the One-eye'd monster that once orphaned him.,Korean,https://m.media-amazon.com/images/M/MV5BMTY4Nzc5MTYwOF5BMl5BanBnXkFtZTgwNjc0MTAzMjE@._V1_SX300.jpg,N/A,5.4,N/A,Dreamsearch
57,Met Opera: Agrippina,2020,N/A,13 Aug 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58,The Assistant,2019,R,31 Jan 2020,87 min,Drama,Kitty Green,Kitty Green,"Julia Garner, Owen Holland, Jon Orsini","A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position.","English, Mandarin, Spanish",https://m.media-amazon.com/images/M/MV5BMjBkMDZkNjctNmZhNi00Mzc5LTk0OTctNzFlMDExYzM3ZDNhXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,79,6.3,"$1,100,313",N/A
59,Love and Monsters,2020,PG-13,16 Oct 2020,109 min,"Action, Adventure, Comedy",Michael Matthews,"Brian Duffield, Matthew Robinson","Dylan O'Brien, Jessica Henwick, Michael Rooker","Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.",English,https://m.media-amazon.com/images/M/MV5BYWVkMWEyMDUtZTVmOC00MTYxLWE1ZTUtNjk4M2IzMjY2OTIxXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg,63,7.0,"$1,070,714",N/A
60,Relic,2020,R,10 Jul 2020,89 min,"Drama, Horror, Mystery",Natalie Erika James,"Natalie Erika James, Christian White","Robyn Nevin, Emily Mortimer, Bella Heathcote","A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",English,https://m.media-amazon.com/images/M/MV5BOGY1MGM2ZjItZDJjMC00ZGM0LTg2MDctNmExNzcyYTcwMjM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,77,6.0,"$1,047,083",N/A
61,The Tax Collector,2020,Not Rated,07 Aug 2020,95 min,"Action, Crime, Drama",David Ayer,David Ayer,"Bobby Soto, Cinthya Carmona, Shia LaBeouf","A ""tax collector"" working for a local crime lord finds his family's safety compromised when the rival of his boss shows up in L.A. and upends the business.","English, Spanish",https://m.media-amazon.com/images/M/MV5BMmFmZTdhYmItNjIyZS00ZjVlLWFjZjgtMjMyMDA5ZmVjNzE0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,22,4.8,"$1,044,212",N/A
62,Becky,2020,R,05 Jun 2020,93 min,"Action, Crime, Drama","Jonathan Milott, Cary Murnion","Nick Morris, Ruckus Skye, Lane Skye","Lulu Wilson, Kevin James, Joel McHale",A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,English,https://m.media-amazon.com/images/M/MV5BYTlhYThkYjItZDdmYi00ZGRhLTg1OTAtMDRhZTM5ZWI5NGZiXkEyXkFqcGdeQXVyMjA0MDk5Mzg@._V1_SX300.jpg,54,5.9,"$1,003,700",N/A
63,All My Life,2020,PG-13,04 Dec 2020,91 min,"Drama, Romance",Marc Meyers,Todd Rosenberg,"Jessica Rothe, Harry Shum Jr., Marielle Scott",A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.,English,https://m.media-amazon.com/images/M/MV5BNGJiMzBlY2ItZTRjNS00OWFiLWI4YmUtZjVlMmY4OWFhMTIxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,39,6.3,"$913,935",N/A
64,Met Opera: Wozzeck,2020,N/A,26 Jun 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65,Cut Throat City,2020,R,21 Aug 2020,123 min,"Action, Crime, Drama",RZA,P.G. Cuschieri,"Shameik Moore, Demetrius Shipp Jr., Denzel Whitaker","Set after Hurricane Katrina, four boyhood friends out of options reluctantly accept an offer to pull off a dangerous heist in the heart of New Orleans.",English,https://m.media-amazon.com/images/M/MV5BNGI5M2M1NzQtYWIxYy00YjQ4LWI2MDMtODQxZWFlZjY1ZGUyXkEyXkFqcGdeQXVyMzY4MTc3NzA@._V1_SX300.jpg,67,4.8,"$855,894",N/A
66,Scoob!,2020,PG,15 May 2020,93 min,"Animation, Adventure, Comedy",Tony Cervone,"Adam Sztykiel, Jack C. Donaldson, Derek Elliott","Will Forte, Mark Wahlberg, Jason Isaacs","Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone ima",English,https://m.media-amazon.com/images/M/MV5BZTJmODM0MDQtMTRjYy00YWZjLThjODItMzQ5N2I2NDBjYzA1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,43,5.7,"$850,000",N/A
67,Sarileru Neekevvaru,2020,Not Rated,10 Jan 2020,169 min,"Action, Comedy, Drama",Anil Ravipudi,"Anil Ravipudi, Narra Praveen, G. Adi Narayana","Mahesh Babu, Rashmika Mandanna, Vijayshanti",A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,"Telugu, Kannada, Malayalam",https://m.media-amazon.com/images/M/MV5BZTk4NGFlNTUtYTQ0Yi00YmYzLWFhNDQtMjBmNDhhN2MyNzJhXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,N/A,6.0,"$821,000",N/A
68,Te jing ji xian feng,1995,PG-13,06 Oct 1995,96 min,"Adventure, Crime","David Lam, Tak Yuen",Ho-Wah Wong,"Danny Lee, Michael Man-Kin Chow, Jean Wang","The Organized Crime Bureau investigates a ring of drug dealers from Taiwan. After losing the life of an undercover cop, and $5,000,000 in borrowed drug money, Chow and Lee pursue the drug dealer to Taiwan. Chow is caught and pretends","Cantonese, Mandarin",https://m.media-amazon.com/images/M/MV5BMTdkMTkxZjMtMzY0Yy00ODI2LWJhYmItYTJiNTczYmMzMzc5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,6.3,N/A,N/A
69,Color Out of Space,2019,Unrated,10 Aug 2021,111 min,"Horror, Mystery, Sci-Fi",Richard Stanley,"H.P. Lovecraft, Richard Stanley, Scarlett Amaris","Nicolas Cage, Joely Richardson, Madeleine Arthur",A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,English,https://m.media-amazon.com/images/M/MV5BZjQ1YTM4M2UtMTQxNS00YjdjLTgwZGYtZTgzYmFiYjFkYzNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,70,6.2,"$765,561",N/A
70,Shortcut,2020,R,25 Sep 2020,80 min,"Adventure, Fantasy, Horror",Alessio Liguori,Daniele Cosci,"Jack Kane, Zander Emlano, Zak Sutcliffe",A mysterious creature terrorizes five teenage friends after their bus takes a shortcut on a desolate road in the wild.,English,https://m.media-amazon.com/images/M/MV5BOTMzZDIxMGItN2I5ZC00MzJhLWFlNDgtNjU3YTFhY2UxMGI1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,26,4.0,"$588,869",N/A
71,Possessor,2020,R,02 Oct 2020,103 min,"Horror, Mystery, Sci-Fi",Brandon Cronenberg,Brandon Cronenberg,"Andrea Riseborough, Christopher Abbott, Jennifer Jason Leigh",Possessor follows an agent who works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,English,https://m.media-amazon.com/images/M/MV5BMjBlYTlhMDctNTQ3ZC00MjM4LWIxNjctNDI4NjA3NDc3Yzc5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,72,6.5,"$752,885",N/A
72,Baaghi 3,2020,Not Rated,06 Mar 2020,143 min,"Action, Comedy, Musical",Ahmed Khan,"Sajid Nadiadwala, Farhad Samji","Tiger Shroff, Riteish Deshmukh, Shraddha Kapoor",A man embarks on a bloody rampage to save his kidnapped brother.,Hindi,https://m.media-amazon.com/images/M/MV5BZTAxNWE2MDItZWFlNS00MWM1LWI1ZjQtN2I5NDBhNWYzZjNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,N/A,2.1,"$721,439",N/A
73,The Last Vermeer,2019,R,20 Nov 2020,118 min,Drama,Dan Friedkin,"John Orloff, Mark Fergus, Hawk Ostby","Guy Pearce, Claes Bang, Vicky Krieps","An artist is suspected of selling a valuable painting to the Nazis, but there is more to the story than meets the eye.",English,https://m.media-amazon.com/images/M/MV5BMWE1NzcyOGYtMmY4Zi00NTA3LWE0OGQtM2RlNGI4Y2JlZTAyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,56,6.7,"$685,380",N/A
74,The Last Shift,2020,R,25 Sep 2020,90 min,"Comedy, Drama",Andrew Cohn,Andrew Cohn,"Richard Jenkins, Shane Paul McGhie, Da'Vine Joy Randolph",Stanley's last shift at his fast food job takes an unexpected turn when he befriends a young African-American work employee.,English,https://m.media-amazon.com/images/M/MV5BYjZlYTVkZTMtY2IwNC00MmRiLWEyMjUtZWNmOTY4NjdiOWQ2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,58,5.6,"$1,034,467",N/A
75,Synchronic,2019,R,23 Oct 2020,102 min,"Drama, Sci-Fi, Thriller","Justin Benson, Aaron Moorhead",Justin Benson,"Anthony Mackie, Jamie Dornan, Katie Aselton","Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",English,https://m.media-amazon.com/images/M/MV5BYWVlNjUxNzctZTI3NC00MDMzLWFlMjAtYmI2NWE5ZWJhYjZmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,64,6.2,"$636,673",N/A
76,Chhapaak,2020,Not Rated,10 Jan 2020,120 min,"Biography, Drama",Meghna Gulzar,"Atika Chohan, Meghna Gulzar","Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",Hindi,https://m.media-amazon.com/images/M/MV5BNjZjYzRhMmEtMTU0Ny00YWI4LThiZjEtNWZjMDQ3MTgwZmVhXkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg,N/A,5.1,"$604,334",N/A
77,Panga,2020,Not Rated,24 Jan 2020,131 min,"Drama, Sport",Ashwiny Iyer Tiwari,"Nikhil Mehrotra, Ashwiny Iyer Tiwari, Nitesh Tiwari","Kangana Ranaut, Jassie Gill, Richa Chadha","Panga is inspired by the life of a National-level Kabbadi player from India. It follows her triumphs, struggle, and overcoming of stereotypes. It shows how important family love and support is for success.",Hindi,https://m.media-amazon.com/images/M/MV5BMDFlMjdmOTktMjQyNi00MjE4LWFiMTMtZmNhYzFjYzMyYTRjXkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg,N/A,6.8,"$582,720",N/A
78,Alone,2020,R,18 Sep 2020,98 min,"Drama, Horror, Mystery",John Hyams,Mattias Olsson,"Jules Willcox, Marc Menchaca, Anthony Heald","A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",English,https://m.media-amazon.com/images/M/MV5BOWFhOTc1MmYtOGYxZS00YTBmLWEwZTYtZTkwZTZmZDM2M2MwXkEyXkFqcGdeQXVyMjQ2NDU3NDY@._V1_SX300.jpg,70,6.2,"$537,589",N/A
79,Followed,2018,R,19 Jun 2020,96 min,"Horror, Mystery, Thriller",Antoine Le,Todd Klick,"Matthew Solomon, John Savage, Tim Drier","To gain more subscribers, a controversial social media influencer stays at a cursed hotel to terrifying results.",English,https://m.media-amazon.com/images/M/MV5BMTRhN2VkYzgtNGUwOC00MmVhLTkxNzYtYmFjZDg0YzAzMWU0XkEyXkFqcGdeQXVyMTQ3ODkwMjc@._V1_SX300.jpg,N/A,5.1,"$538,179",N/A
80,Kajillionaire,2020,R,25 Sep 2020,104 min,"Comedy, Crime, Drama",Miranda July,Miranda July,"Richard Jenkins, Debra Winger, Evan Rachel Wood",A woman's life is turned upside down when her criminal parents invite an outsider to join them on a major heist they're planning.,English,https://m.media-amazon.com/images/M/MV5BNTkxYzUxMDQtZWRiNy00ZWUwLWIxYjMtNWExODBmMzRkZGVmXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg,78,6.4,"$531,430",N/A
81,The Call,2013,R,15 Mar 2013,94 min,"Crime, Drama, Horror",Brad Anderson,"Richard D'Ovidio, Nicole D'Ovidio, Jon Bokenkamp","Halle Berry, Evie Thompson, Abigail Breslin","When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",English,https://m.media-amazon.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,51,6.7,"$51,872,378",N/A
82,The Big Ugly,2020,R,24 Jul 2020,106 min,"Crime, Drama, Thriller",Scott Wiper,"Scott Wiper, Paul Tarantino","Vinnie Jones, Malcolm McDowell, Ron Perlman",Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.,English,https://m.media-amazon.com/images/M/MV5BM2E5ZTUxNjEtYjE4Ni00Y2Y3LThkMDYtOGYwMzcyM2JjYWU1XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,52,5.1,"$514,107",N/A
83,The Forgotten Carols,2020,N/A,20 Nov 2020,130 min,Musical,Christy Summerhays,"Michael McLean, Scott McLean","Roger Dunbar, Gili Getz, Dave Martin","Uncle John recounts the story of Christ's birth to Connie Lou through story and song. See Connie Lou discover what the world has forgotten about Christmas, ultimately opening her heart to the joy of this special season.",English,https://m.media-amazon.com/images/M/MV5BZGU5ZjNhMmMtNGU0Ni00MmUwLTkyYzMtOTZlNGNhNzVlODI4XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,N/A,7.8,"$502,252",N/A
84,Spell,2020,R,30 Oct 2020,91 min,"Horror, Thriller",Mark Tonderai,Kurt Wimmer,"Omari Hardwick, Loretta Devine, Lorraine Burroughs",A man crash lands in rural Appalachia and awakens in the attic of a traditional Hoodoo practitioner. He desperately tries to break free from her dark magic and save his family from a sinister ritual before the rise of the blood moon.,English,https://m.media-amazon.com/images/M/MV5BZmQ2ZmMxNGMtMTBmNS00M2VkLWExN2EtMzdmMzMxNWI0MzYyXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg,38,5.5,"$500,104",N/A
85,Ava,2020,R,25 Sep 2020,96 min,"Action, Crime, Drama",Tate Taylor,Matthew Newton,"Jessica Chastain, John Malkovich, Common","Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.","English, German, French, Chinese",https://m.media-amazon.com/images/M/MV5BMTMzMTg1MjgtOWNhYy00NmZmLWExOTctMjA2OTZhZDFkNDhhXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg,39,5.4,"$497,747",N/A
86,CatVideoFest 2020,2020,N/A,22 Feb 2020,75 min,Documentary,Alex P. Kitten,N/A,N/A,"A compilation reel of the latest and best cat videos culled from countless hours of unique submissions and sourced animations, music videos and a classic internet powerhouses.",N/A,N/A,N/A,N/A,N/A,N/A
87,Once Were Brothers: Robbie Robertson and The Band,2019,R,21 Feb 2020,100 min,"Documentary, Biography, History",Daniel Roher,Daniel Roher,"The Band, Robbie Robertson, Bruce Springsteen","A confessional, cautionary, and occasionally humorous tale of Robbie Robertson's young life and the creation of one of the most enduring groups in the history of popular music, The Band.",English,https://m.media-amazon.com/images/M/MV5BMDQ0Mzc3N2YtNGI3OC00NDllLWFmODItMTdhMzg4MmRmZTgxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,61,7.3,"$449,561",N/A
88,Seberg,2019,R,13 Dec 2019,102 min,"Biography, Drama, Thriller",Benedict Andrews,"Joe Shrapnel, Anna Waterhouse","Kristen Stewart, Yvan Attal, Gabriel Sky","Inspired by real events in the life of French New Wave icon Jean Seberg. In the late 1960s, Hoover's FBI targeted her because of her political and romantic involvement with civil rights activist Hakim Jamal.","English, French",https://m.media-amazon.com/images/M/MV5BNjk5MTdhZGQtMDEzMC00NTk3LTg1ZjgtZTNhN2RlYzY3N2U1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,54,5.8,"$434,702",N/A
89,Infamous,2006,R,13 Oct 2006,110 min,"Biography, Crime, Drama",Douglas McGrath,"Douglas McGrath, George Plimpton","Toby Jones, Daniel Craig, Sandra Bullock","While researching his novel ""In Cold Blood"", Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",English,https://m.media-amazon.com/images/M/MV5BMjQ1NTAyODYxOF5BMl5BanBnXkFtZTgwODE0MDczMjI@._V1_SX300.jpg,68,7.1,"$1,151,330",Jack &amp; Henry Prods./Killer Films
90,Tulsa,1949,Approved,26 May 1949,90 min,"Drama, Western",Stuart Heisler,"Frank S. Nugent, Curtis Kenyon, Richard Wormser","Susan Hayward, Robert Preston, Pedro Armendáriz","In Tulsa, after a rancher dies during a feud with a major oil company, his daughter, driven by revenge, starts digging for oil herself.",English,https://m.media-amazon.com/images/M/MV5BMTYzOTU5NjIxOV5BMl5BanBnXkFtZTgwNTgwMzgzNzE@._V1_SX300.jpg,N/A,6.2,N/A,"Walter Wanger Productions, Inc."
91,Buddy Games,2019,R,24 Nov 2020,90 min,Comedy,Josh Duhamel,"Josh Duhamel, Bob Schwartz, Jude Weng","Dan Bakkedahl, Kevin Dillon, Josh Duhamel","A group of friends reunite to play The Buddy Games, a wild assortment of absurd physical and mental challenges. In the process, they'll heal old wounds, right past wrongs and figure out the true meaning of friendship...or die trying.",English,https://m.media-amazon.com/images/M/MV5BNmE4ZTZmYjAtNGU2OS00NDFlLWI2OWYtMjYwZmVjOWJlOWE1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,22,4.8,"$405,904",N/A
92,Yellow Rose,2019,PG-13,09 Oct 2020,94 min,"Drama, Music",Diane Paragas,"Diane Paragas, Annie J. Howell, Celena Cipriaso","Eva Noblezada, Princess Punzalan, Sylvia Ramos",A Filipina teen from a small Texas town fights to pursue her dreams as a country music performer while having to decide between staying with her family or leaving the only home she has known.,English,https://m.media-amazon.com/images/M/MV5BNGRkNDM4OGItMjg0OC00ZWUyLThiOTctMDRjZTMwM2QxOWVkXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,70,6.5,"$367,849",N/A
93,The Kid Detective,2020,R,16 Oct 2020,100 min,"Comedy, Drama, Mystery",Evan Morgan,Evan Morgan,"Kaitlyn Chalmers-Rizzato, Adam Brody, Kaleb Horn","A once-celebrated kid detective, now 32, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",English,https://m.media-amazon.com/images/M/MV5BOWEyNjZmOGEtMmZkYy00MTEzLWFmY2UtZTkwYjJlYzUxYWUwXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg,74,7.0,"$364,138",N/A
94,Greed,1924,Not Rated,26 Jan 1925,140 min,"Drama, Thriller, Western",Erich von Stroheim,"June Mathis, Erich von Stroheim, Frank Norris","Gibson Gowland, Zasu Pitts, Jean Hersholt",The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.,"None, English",https://m.media-amazon.com/images/M/MV5BNzFhZWQ1MjgtYTNmNy00ZjdhLWEwZDctMzJkYzE5YTQwNjIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,N/A,8.1,N/A,Metro Goldwyn Mayer
95,Murder in the Woods,2017,R,14 Aug 2020,88 min,"Horror, Mystery, Thriller",Luis Iga,Yelyna De Leon,"José Julián, Jeanette Samano, Chelsea Rendon","Soon after arriving to a mysterious cabin in the woods, a group of teens discover the dark secret it holds, which forces them to fight for their lives.",English,https://m.media-amazon.com/images/M/MV5BMjZjNjBhNDUtMzBkOS00MWRhLTgzMjEtYTM4NjdmODVmMWJjXkEyXkFqcGdeQXVyMjY0MjA2Mjk@._V1_SX300.jpg,N/A,3.7,N/A,N/A
